Address,Zip,Zillow ID,Tax,Tax_Year,Home Type,Home Size,Bathrooms,Bedrooms,Last Sold Date,Last Sold Price,Zestimate Amount,Zestimate Date,Zestimate Value Change
310 S Michigan Ave P5-26 ,60604,119090417,18940.0,2017,Condominium,,,,,,39058,04/03/2019,
310 S Michigan Ave P5-27 ,60604,119093839,18940.0,2017,Condominium,,,,08/09/2018,315000,39058,04/03/2019,
310 S Michigan Ave P5-28 ,60604,119088115,18940.0,2017,Condominium,,,,,,39058,04/03/2019,
310 S Michigan Ave P5-29 ,60604,119089044,18940.0,2017,Condominium,,,,,,39058,04/03/2019,
310 S Michigan Ave P5-3 ,60604,119092711,18940.0,2017,Condominium,,,,02/19/2014,41500,99744,04/03/2019,-357706
310 S Michigan Ave P5-30 ,60604,119096255,18940.0,2017,Condominium,,,,,,39058,04/03/2019,
310 S Michigan Ave P5-31 ,60604,119089205,18940.0,2017,Condominium,,,,,,39058,04/03/2019,
310 S Michigan Ave P5-32 ,60604,119092017,18940.0,2017,Condominium,,,,,,39058,04/03/2019,
310 S Michigan Ave P5-33 ,60604,119096454,18940.0,2017,Condominium,,,,,,39058,04/03/2019,
310 S Michigan Ave P5-34 ,60604,119087624,18940.0,2017,Condominium,,,,,,39058,04/03/2019,
310 S Michigan Ave P5-4 ,60604,119090571,18940.0,2017,Condominium,,,,,,39058,04/03/2019,
310 S Michigan Ave P5-5 ,60604,119097553,18940.0,2017,Condominium,,,,06/08/2017,40000,39058,04/03/2019,
310 S Michigan Ave P5-6 ,60604,119091338,18940.0,2017,Condominium,,,,05/05/2015,445500,39058,04/03/2019,
310 S Michigan Ave P5-7 ,60604,119089507,18940.0,2017,Condominium,,,,,,39058,04/03/2019,
310 S Michigan Ave P5-8 ,60604,119096426,28420.0,2017,Condominium,,,,,,49435,04/03/2019,
310 S Michigan Ave P6-1 ,60604,119090358,17450.0,2017,Condominium,,,,,,37808,04/03/2019,
310 S Michigan Ave P6-10 ,60604,119091090,26180.0,2017,Condominium,,,,,,39935,04/03/2019,
310 S Michigan Ave P6-14 ,60604,119091885,17450.0,2017,Condominium,,,,,,37808,04/03/2019,
310 S Michigan Ave P6-15 ,60604,101363352,17450.0,2017,Condominium,,,,07/02/2008,573000,37808,04/03/2019,
310 S Michigan Ave P6-16 ,60604,119097497,17450.0,2017,Condominium,,,,11/12/2015,201000,84923,04/03/2019,-254566
310 S Michigan Ave P6-17 ,60604,119089122,17450.0,2017,Condominium,,,,,,37808,04/03/2019,
310 S Michigan Ave P6-18 ,60604,101379933,17450.0,2017,Condominium,,,,,,37808,04/03/2019,
310 S Michigan Ave P6-19 ,60604,99357831,17450.0,2017,Condominium,,,,,,37808,04/03/2019,
310 S Michigan Ave P6-2 ,60604,119090126,17450.0,2017,Condominium,,,,,,37808,04/03/2019,
310 S Michigan Ave P6-20 ,60604,119089433,17450.0,2017,Condominium,,,,02/28/2017,403500,37808,04/03/2019,
310 S Michigan Ave P6-21 ,60604,118161470,17450.0,2017,Condominium,,,,,,37808,04/03/2019,
310 S Michigan Ave P6-23 ,60604,119090734,26180.0,2017,Condominium,,,,,,39935,04/03/2019,
310 S Michigan Ave P6-25 ,60604,119093067,26180.0,2017,Condominium,,,,05/31/2016,450000,39935,04/03/2019,
310 S Michigan Ave P6-27 ,60604,119095172,26180.0,2017,Condominium,,,,,,39935,04/03/2019,
310 S Michigan Ave P6-29 ,60604,119087608,26180.0,2017,Condominium,,,,,,39935,04/03/2019,
310 S Michigan Ave P6-31 ,60604,118161471,26180.0,2017,Condominium,,,,,,39935,04/03/2019,
310 S Michigan Ave P6-35 ,60604,119094277,17450.0,2017,Condominium,,,,,,37808,04/03/2019,
310 S Michigan Ave P6-36 ,60604,89960898,17450.0,2017,Condominium,,2.0,3,03/02/2016,634000,600746,04/03/2019,-168440
310 S Michigan Ave P6-37 ,60604,101297025,17450.0,2017,Condominium,,,,,,37808,04/03/2019,
310 S Michigan Ave P6-38 ,60604,119092321,17450.0,2017,Condominium,,,,,,37808,04/03/2019,
310 S Michigan Ave P6-39 ,60604,119092682,17450.0,2017,Condominium,,,,,,37808,04/03/2019,
310 S Michigan Ave P6-4 ,60604,119089783,17450.0,2017,Condominium,,,,09/25/2018,420000,37808,04/03/2019,
310 S Michigan Ave P6-40 ,60604,101225817,17450.0,2017,Condominium,,,,,,37808,04/03/2019,
310 S Michigan Ave P6-41 ,60604,119098016,17450.0,2017,Condominium,,,,06/06/2014,288000,84923,04/03/2019,-254566
310 S Michigan Ave P6-42 ,60604,119090819,17450.0,2017,Condominium,,,,,,37808,04/03/2019,
310 S Michigan Ave P6-43 ,60604,119089100,17450.0,2017,Condominium,,,,,,37808,04/03/2019,
310 S Michigan Ave P6-44 ,60604,119096170,17450.0,2017,Condominium,,,,,,37808,04/03/2019,
310 S Michigan Ave P6-45 ,60604,119091403,17450.0,2017,Condominium,,,,09/11/2018,310000,37808,04/03/2019,
310 S Michigan Ave P6-46 ,60604,119097391,17450.0,2017,Condominium,,,,11/05/2013,2300000,37808,04/03/2019,
310 S Michigan Ave P6-47 ,60604,119096474,17450.0,2017,Condominium,,,,11/05/2013,2300000,37808,04/03/2019,
310 S Michigan Ave P6-4A ,60604,101513793,17450.0,2017,Condominium,,,,06/30/2009,240000,37808,04/03/2019,
310 S Michigan Ave P6-4B ,60604,119094484,17450.0,2017,Condominium,,,,,,37808,04/03/2019,
310 S Michigan Ave P6-8 ,60604,119088909,26180.0,2017,Condominium,,,,,,39935,04/03/2019,
318 S Michigan Ave ,60604,158830303,10.0,2017,VacantResidentialLand,51836,,0,04/16/2010,244000,,01/01/1970,
318 S Michigan Ave 300 ,60604,121034610,1231880.0,2017,Condominium,,4.0,3,07/10/2018,1539000,1627399,04/03/2019,13255
318 S Michigan Ave 500 ,60604,121069934,1231880.0,2017,Condominium,,,,04/08/2014,1400000,1627929,04/03/2019,13743
318 S Michigan Ave 600 ,60604,119972866,1231880.0,2017,Condominium,,,,12/09/2013,1310000,1627929,04/03/2019,13743
330 S Michigan Ave ,60604,60203597,490270.0,2017,Condominium,2812,3.0,2,03/13/2014,415000,643805,04/03/2019,20158
330 S Michigan Ave 1501 ,60604,60269692,276150.0,2017,Condominium,2813,2.0,2,02/17/2017,376000,383659,04/03/2019,-5411
330 S Michigan Ave 1503 ,60604,60203579,345220.0,2017,MultiFamily2To4,2812,2.0,2,12/07/2005,480000,423531,04/03/2019,172
330 S Michigan Ave 1504 ,60604,60269693,345220.0,2017,Condominium,2812,,,,,418310,04/03/2019,-817
330 S Michigan Ave 1505 ,60604,60269694,552440.0,2017,Condominium,2812,,,10/12/2001,750000,670769,04/03/2019,8532
330 S Michigan Ave 1506 ,60604,60203580,448830.0,2017,Condominium,2812,,,02/08/2000,371500,497432,04/03/2019,-5657
330 S Michigan Ave 1507 ,60604,60269695,379760.0,2017,MultiFamily2To4,2812,2.0,2,05/26/2010,392000,459644,04/03/2019,-13524
330 S Michigan Ave 1509 ,60604,60203581,517900.0,2017,MultiFamily2To4,2812,2.0,2,,,491135,04/03/2019,9963
330 S Michigan Ave 1511 ,60604,60269698,186350.0,2017,Condominium,2812,,,10/29/2003,260000,246786,04/03/2019,-6021
330 S Michigan Ave 1512 ,60604,60269699,248510.0,2017,Condominium,2812,2.0,2,,,370389,04/03/2019,-19272
330 S Michigan Ave 1513 ,60604,60269700,227800.0,2017,MultiFamily2To4,2812,2.0,2,08/27/2012,409500,346440,04/03/2019,-30322
330 S Michigan Ave 1601 ,60604,60269701,281670.0,2017,Condominium,2812,2.0,2,09/20/2013,375000,388666,04/03/2019,-945
330 S Michigan Ave 1602 ,60604,60203582,317590.0,2017,MultiFamily2To4,2812,2.0,2,,,394907,04/03/2019,-1806
330 S Michigan Ave 1603 ,60604,60269702,352130.0,2017,Condominium,2812,2.0,2,05/04/2018,375000,391071,04/03/2019,-1204
330 S Michigan Ave 1604 ,60604,60269703,352130.0,2017,Condominium,2812,,,,,423407,04/03/2019,4005
330 S Michigan Ave 1605 ,60604,60269704,560730.0,2017,Condominium,2812,,,01/21/2000,515500,679565,04/03/2019,9557
330 S Michigan Ave 1606 ,60604,60269705,457110.0,2017,Condominium,2812,,,02/03/2000,381000,506820,04/03/2019,-4379
330 S Michigan Ave 1607 ,60604,60203583,386660.0,2017,MultiFamily2To4,2812,2.0,2,07/13/2001,380000,450502,04/03/2019,7142
330 S Michigan Ave 1608 ,60604,60203584,422580.0,2017,MultiFamily2To4,2812,2.0,2,12/07/2009,493000,476690,04/03/2019,9818
330 S Michigan Ave 1609 ,60604,60269706,526190.0,2017,Condominium,2812,,,02/03/2000,516500,643918,04/03/2019,6352
330 S Michigan Ave 1611 ,60604,58368640,190500.0,2017,MultiFamily2To4,2812,2.0,2,07/27/2016,325000,331371,04/03/2019,-4823
330 S Michigan Ave 1612 ,60604,60203586,254040.0,2017,Condominium,2812,,,07/31/2002,270000,296167,04/03/2019,-14879
330 S Michigan Ave 1701 ,60604,58368641,287200.0,2017,MultiFamily2To4,2812,2.0,2,05/01/2018,395000,393993,04/03/2019,1221
330 S Michigan Ave 1702 ,60604,60269707,324490.0,2017,Condominium,2812,,,,,404359,04/03/2019,-11758
330 S Michigan Ave 1703 ,60604,60269708,359040.0,2017,Condominium,2812,,,01/12/2000,293000,425895,04/03/2019,4047
330 S Michigan Ave 1704 ,60604,60203588,359040.0,2017,MultiFamily2To4,2812,2.0,2,01/12/2000,301500,417147,04/03/2019,-14919
330 S Michigan Ave 1705 ,60604,60269709,569020.0,2017,Condominium,2812,,,,,702792,04/03/2019,938
330 S Michigan Ave 1706 ,60604,60269710,465400.0,2017,Condominium,2812,2.5,2,02/11/2010,715000,592016,04/03/2019,11567
330 S Michigan Ave 1707 ,60604,60269711,393570.0,2017,Condominium,2812,2.0,2,07/10/2017,497000,479048,04/03/2019,7263
330 S Michigan Ave 1708 ,60604,60269712,430870.0,2017,Condominium,2812,2.0,2,08/16/2016,537500,498767,04/03/2019,7023
330 S Michigan Ave 1709 ,60604,60269713,534480.0,2017,Condominium,2812,2.0,3,08/17/2016,668000,675176,04/03/2019,-34709
330 S Michigan Ave 1710 ,60604,60269714,231940.0,2017,Condominium,2812,2.0,2,08/11/2016,290000,322534,04/03/2019,-4400
330 S Michigan Ave 1711 ,60604,60269715,194640.0,2017,Condominium,2812,,,10/23/2000,202000,249045,04/03/2019,-3994
330 S Michigan Ave 1712 ,60604,60269716,279270.0,2017,Condominium,2812,,,06/04/2003,255000,317108,04/03/2019,-32584
330 S Michigan Ave 1713 ,60604,60269717,238850.0,2017,MultiFamily2To4,2812,2.0,2,,,330579,04/03/2019,-9500
330 S Michigan Ave 1801 ,60604,60203589,292720.0,2017,Condominium,2812,2.0,2,12/24/2003,325000,394597,04/03/2019,455
330 S Michigan Ave 1802 ,60604,72542198,331410.0,2017,Condominium,2812,,,,,414856,04/03/2019,-3191
330 S Michigan Ave 1803 ,60604,60269718,365940.0,2017,Condominium,2812,,,10/28/2003,455000,426434,04/03/2019,3280
330 S Michigan Ave 1804 ,60604,58368642,943250.0,2017,MultiFamily2To4,2813,2.0,2,01/25/2002,500000,975187,04/03/2019,-25852
330 S Michigan Ave 1806 ,60604,60269719,473690.0,2017,Condominium,2812,2.5,2,,,609292,04/03/2019,23683
330 S Michigan Ave 1807 ,60604,60269720,400480.0,2017,Condominium,2812,2.0,2,07/10/2006,565000,473651,04/03/2019,1441
330 S Michigan Ave 1808 ,60604,60269721,439160.0,2017,Condominium,2812,,,10/23/2006,710000,483373,04/03/2019,-1022
330 S Michigan Ave 1809 ,60604,60269722,542770.0,2017,Condominium,2812,,,05/12/2000,610000,655951,04/03/2019,-1375
330 S Michigan Ave 1810 ,60604,60203591,237460.0,2017,Condominium,2812,2.0,2,03/15/2017,285000,322481,04/03/2019,-7049
330 S Michigan Ave 1811 ,60604,60269723,198780.0,2017,Condominium,2812,,,05/02/2003,212000,255608,04/03/2019,-1460
330 S Michigan Ave 1813 ,60604,60269725,244370.0,2017,SingleFamily,2812,2.0,2,01/14/2010,313000,,01/01/1970,
330 S Michigan Ave 1901 ,60604,60269726,298250.0,2017,MultiFamily2To4,2812,2.0,2,05/14/2015,2450,399703,04/03/2019,927
330 S Michigan Ave 1902 ,60604,60269727,338310.0,2017,Apartment,2812,2.0,2,07/25/2012,2375,,01/01/1970,
330 S Michigan Ave 1903 ,60604,60269728,372840.0,2017,Condominium,2812,,,,,432296,04/03/2019,8468
330 S Michigan Ave 1904 ,60604,60203592,372840.0,2017,MultiFamily2To4,2812,2.0,2,05/08/2014,455000,441471,04/03/2019,-1366
330 S Michigan Ave 1905 ,60604,60269729,585590.0,2017,Condominium,2812,,,04/04/2000,784000,724932,04/03/2019,-21047
330 S Michigan Ave 1910 ,60604,60269731,242990.0,2017,Condominium,2812,,,03/05/2002,290000,288417,04/03/2019,-2017
330 S Michigan Ave 1911 ,60604,60269732,202930.0,2017,MultiFamily2To4,2812,1.0,2,10/30/2000,247000,279430,04/03/2019,-733
330 S Michigan Ave 1913 ,60604,60203594,249900.0,2017,MultiFamily2To4,2812,2.0,2,12/12/2007,384500,349424,04/03/2019,-16520
330 S Michigan Ave 2001 ,60604,58368644,303780.0,2017,Condominium,2812,,2,08/27/2007,405000,336393,04/03/2019,-29968
330 S Michigan Ave 2002 ,60604,60269734,345220.0,2017,Condominium,2812,2.0,2,,,409000,04/03/2019,-21049
330 S Michigan Ave 2003 ,60604,60203595,379760.0,2017,Condominium,2812,,2,07/26/2006,570000,430754,04/03/2019,-3543
330 S Michigan Ave 2004 ,60604,60203596,379760.0,2017,Condominium,2812,,,05/04/2000,326500,433975,04/03/2019,-515
330 S Michigan Ave 2005 ,60604,60269735,593870.0,2017,Condominium,2812,,,,,740357,04/03/2019,-17930
330 S Michigan Ave 2008 ,60604,60203598,870030.0,2017,Condominium,2812,,,05/12/2000,828500,1311869,04/03/2019,-5848
330 S Michigan Ave 2009 ,60604,60269736,559350.0,2017,Condominium,2812,,,04/27/2000,562000,677758,04/03/2019,10617
330 S Michigan Ave 2010 ,60604,60269737,248510.0,2017,Condominium,2812,,,07/16/2003,290000,290257,04/03/2019,-4436
330 S Michigan Ave 2011 ,60604,60269738,207080.0,2017,Condominium,2812,,,01/24/2007,341000,258802,04/03/2019,-2587
330 S Michigan Ave 2012 ,60604,60269739,276150.0,2017,Condominium,2812,2.0,2,04/02/2004,290000,411144,04/03/2019,754
330 S Michigan Ave 2013 ,60604,60269740,255430.0,2017,Condominium,2812,,2,06/17/2004,255000,295758,04/03/2019,-16777
753 S Michigan Ave ,60604,,,,,,,,,,,,
214 S Wabash Ave ,60604,2092301707,,,MultiFamily2To4,,1.0,1,,,317612,04/03/2019,
230 S Wabash Ave ,60604,158830204,4134760.0,2017,Apartment,2878,,0,12/27/2012,5950000,,01/01/1970,
232 S Wabash Ave ,60604,158830205,3998010.0,2017,Apartment,2878,,0,12/27/2012,5950000,,01/01/1970,
330 Michigan Ave ,60604,60203587,233320.0,2017,Condominium,2812,2.0,2,01/20/2000,189000,352032,04/03/2019,-34329
345 S La Salle St 1407 ,60604,,,,,,,,,,,,
345 S La Salle St 4007 ,60604,,,,,,,,,,,,
345 S La Salle St 4201 ,60604,,,,,,,,,,,,
200 S State St 11E ,60604,3849249,254840.0,2017,Unknown,,,,02/11/2014,250000,314444,04/03/2019,2031
300 S State St 3702 ,60604,3863306,135160.0,2017,Condominium,25735,1.0,0,08/13/2014,176000,178362,04/03/2019,4753
Calhoun ,60606,,,,,,,,,,,,
201 N Wells St A ,60606,87708091,45690.0,2017,Condominium,12238,,,03/01/2018,102000,38877,04/03/2019,-10653
201 N Wells St B ,60606,87693477,45690.0,2017,Condominium,12238,,,03/01/2018,102000,38877,04/03/2019,-10653
201 N Wells St C ,60606,87707924,30.0,2017,Condominium,12238,,,,,33608,04/03/2019,-3057
201 N Wells St D ,60606,87703113,45690.0,2017,Condominium,12238,,,03/01/2018,102000,38877,04/03/2019,-10653
111 S Wacker Dr #4730 ,60606,,,,,,,,,,,,
205 W Monroe St #407 ,60606,3319964,83050.0,2017,Unknown,,,,02/23/2012,56000,184781,04/03/2019,62830
165 N Canal St ,60606,58367043,243040.0,2017,Condominium,30111,1.0,1,09/30/2010,300000,339220,04/03/2019,341
165 N Canal St 1208-09 ,60606,58367602,637860.0,2017,Condominium,30111,,,01/31/2013,660000,821448,04/03/2019,-181601
165 N Canal St 503 ,60606,65546797,354230.0,2017,Condominium,12982,2.0,2,10/07/2014,405000,464031,04/03/2019,14913
165 N Canal St 504 ,60606,58366923,216620.0,2017,Condominium,30111,,1,04/05/2013,270000,305352,04/03/2019,5678
165 N Canal St 505 ,60606,58366924,224480.0,2017,Condominium,30111,1.0,1,10/06/2016,270000,325416,04/03/2019,7144
165 N Canal St 506 ,60606,58366925,224480.0,2017,Condominium,30111,1.0,1,01/26/2015,307500,329445,04/03/2019,-1669
165 N Canal St 507 ,60606,58366926,201140.0,2017,Condominium,30111,1.0,1,12/13/2012,243000,304961,04/03/2019,3358
165 N Canal St 508 ,60606,58366927,348380.0,2017,Condominium,30111,,,08/06/2013,362500,458383,04/03/2019,4095
165 N Canal St 509 ,60606,58366928,281720.0,2017,Condominium,30111,2.0,2,06/13/2008,405000,458068,04/03/2019,35747
165 N Canal St 510 ,60606,58366929,185670.0,2017,Condominium,30111,,1,08/27/2004,240000,306536,04/03/2019,4161
165 N Canal St 511 ,60606,58366930,294230.0,2017,Condominium,30111,2.0,2,03/18/2003,322000,361510,04/03/2019,-46938
165 N Canal St 512 ,60606,58366931,573230.0,2017,Condominium,30111,2.5,3,06/28/2017,675000,849511,04/03/2019,-12296
165 N Canal St 513 ,60606,58366932,418130.0,2017,Condominium,30111,2.0,2,10/06/2015,420000,540418,04/03/2019,12339
165 N Canal St 514 ,60606,58366933,402660.0,2017,Condominium,30111,2.0,1,07/12/2018,445000,437917,04/03/2019,4401
165 N Canal St 515 ,60606,58366934,387180.0,2017,Condominium,30111,2.0,2,11/18/2015,467000,485812,04/03/2019,7332
165 N Canal St 516 ,60606,58367526,24510.0,2017,Condominium,30111,2.0,2,12/26/2018,474000,25025,04/03/2019,312
165 N Canal St 517 ,60606,58366936,270890.0,2017,Condominium,30111,1.0,2,01/16/2014,355000,346854,04/03/2019,-3095
165 N Canal St 518 ,60606,58366937,270890.0,2017,Condominium,30111,1.0,1,07/17/2013,362500,340537,04/03/2019,-6636
165 N Canal St 601 ,60606,58366938,224480.0,2017,Condominium,30111,1.0,1,06/20/2018,361000,326087,04/03/2019,-5298
165 N Canal St 602 ,60606,58367471,24510.0,2017,Condominium,30111,,1,09/17/2015,320000,25025,04/03/2019,312
165 N Canal St 603 ,60606,113952282,201140.0,2017,Condominium,30111,,,02/08/1999,146500,298962,04/03/2019,8573
165 N Canal St 604 ,60606,58366940,201140.0,2017,Condominium,30111,1.0,1,08/21/2018,345000,335591,04/03/2019,5175
165 N Canal St 605 ,60606,58366941,229110.0,2017,Condominium,30111,,1,08/28/2009,280500,312038,04/03/2019,11440
165 N Canal St 606 ,60606,58366942,209950.0,2017,MultiFamily2To4,30111,1.0,1,09/08/2009,280500,332997,04/03/2019,4250
165 N Canal St 607 ,60606,58366943,188770.0,2017,Condominium,30111,1.0,1,07/28/2003,238500,285805,04/03/2019,7784
165 N Canal St 608 ,60606,58366944,325170.0,2017,Condominium,30111,,,07/14/2015,3195,426669,04/03/2019,-20483
165 N Canal St 610 ,60606,58366946,181030.0,2017,MultiFamily2To4,30111,1.0,1,04/16/1999,133000,287638,04/03/2019,7214
165 N Canal St 611 ,60606,58366947,278630.0,2017,Condominium,30111,1.5,2,06/28/1999,202500,399263,04/03/2019,-28263
165 N Canal St 612 ,60606,58366948,503480.0,2017,Condominium,30111,,,09/13/2016,675000,661429,04/03/2019,1119
165 N Canal St 613 ,60606,58366949,325170.0,2017,SingleFamily,30111,2.0,2,02/04/1999,225500,489044,04/03/2019,-6806
165 N Canal St 614 ,60606,58366950,322080.0,2017,Condominium,30111,,,05/08/2002,334000,416183,04/03/2019,-26881
165 N Canal St 615 ,60606,58366951,317430.0,2017,Condominium,30111,,,03/29/2001,400000,405201,04/03/2019,-28986
165 N Canal St 616 ,60606,58366952,328270.0,2017,Condominium,30111,2.0,2,04/18/2011,320000,491034,04/03/2019,-13804
165 N Canal St 617 ,60606,58366953,241500.0,2017,Condominium,30111,1.0,1,03/04/2016,320000,339013,04/03/2019,372
165 N Canal St 618 ,60606,58366954,244590.0,2017,Condominium,30111,1.0,1,01/23/2018,357500,335131,04/03/2019,5193
165 N Canal St 619 ,60606,58366921,250780.0,2017,Condominium,30111,1.0,1,12/20/2017,357500,343219,04/03/2019,-538
165 N Canal St 621 ,60606,58367235,332910.0,2017,Condominium,30111,2.0,2,05/12/2016,485000,472643,04/03/2019,6719
165 N Canal St 622 ,60606,58367236,356120.0,2017,Condominium,30111,2.0,2,09/08/2017,525000,485267,04/03/2019,4835
165 N Canal St 623 ,60606,58367237,243040.0,2017,Condominium,30111,,1,03/28/2006,287500,316787,04/03/2019,-1636
165 N Canal St 624 ,60606,58367238,463120.0,2017,Condominium,30111,2.0,3,12/21/2015,645000,658921,04/03/2019,-37818
165 N Canal St 625 ,60606,58367239,170200.0,2017,MultiFamily2To4,30111,1.0,1,11/14/2007,245000,276460,04/03/2019,-9059
165 N Canal St 626 ,60606,58367253,263160.0,2017,Condominium,30111,2.0,2,08/07/2013,340000,368412,04/03/2019,-172
165 N Canal St 627 ,60606,58367241,301960.0,2017,Condominium,30111,1.5,2,09/04/2013,350000,397265,04/03/2019,-3163
165 N Canal St 629 ,60606,58367243,201140.0,2017,Condominium,30111,1.0,1,03/12/2009,295500,331195,04/03/2019,2727
165 N Canal St 630 ,60606,58344045,201140.0,2017,Condominium,6300,1.0,1,05/31/2002,244000,329847,04/03/2019,4504
165 N Canal St 631 ,60606,58367244,201140.0,2017,Condominium,30111,,,07/21/2000,240000,298962,04/03/2019,8573
165 N Canal St 632 ,60606,58367245,286370.0,2017,Condominium,30111,2.0,2,07/23/1999,202000,482851,04/03/2019,20683
165 N Canal St 701 ,60606,58366938,224480.0,2017,Condominium,30111,1.0,1,06/20/2018,361000,326087,04/03/2019,-5298
165 N Canal St 702 ,60606,58366956,216620.0,2017,Condominium,30111,1.0,1,11/04/2014,305000,323933,04/03/2019,-2510
165 N Canal St 703 ,60606,58367501,24510.0,2017,Condominium,30111,1.0,1,06/13/2012,255000,256490,04/03/2019,-34289
165 N Canal St 704 ,60606,58366958,210430.0,2017,Condominium,30111,1.0,1,05/08/2017,330000,322507,04/03/2019,4204
165 N Canal St 705 ,60606,58366959,215070.0,2017,Condominium,30111,,,01/26/1999,159500,304618,04/03/2019,4824
165 N Canal St 706 ,60606,58366960,215070.0,2017,Condominium,30111,1.0,1,03/02/2017,300000,322107,04/03/2019,-199
165 N Canal St 707 ,60606,58366961,192700.0,2017,Condominium,30111,1.0,1,08/25/2010,256000,299784,04/03/2019,5205
165 N Canal St 709 ,60606,58366963,270890.0,2017,Condominium,30111,2.0,2,09/21/2018,450000,384677,04/03/2019,-3997
165 N Canal St 710 ,60606,58366964,182580.0,2017,Condominium,30111,1.0,1,04/09/2018,310000,321322,04/03/2019,11308
165 N Canal St 711 ,60606,58366965,280180.0,2017,Condominium,30111,,2,04/12/2005,375000,338245,04/03/2019,-46064
165 N Canal St 712 ,60606,58366966,557630.0,2017,SingleFamily,2000,3.0,3,08/20/2012,525000,874374,04/03/2019,-3772
165 N Canal St 713 ,60606,58366967,329810.0,2017,Condominium,30111,2.0,2,12/02/2013,440000,470070,04/03/2019,6107
165 N Canal St 714 ,60606,58366968,343740.0,2017,Condominium,30111,2.0,2,07/18/2013,430000,461587,04/03/2019,5762
165 N Canal St 715 ,60606,58366969,346840.0,2017,MultiFamily2To4,30111,2.0,2,01/26/1999,244000,523021,04/03/2019,4299
165 N Canal St 716 ,60606,58366970,356120.0,2017,Condominium,30111,2.0,2,10/02/2018,480000,485699,04/03/2019,1736
165 N Canal St 718 ,60606,58366972,249240.0,2017,Condominium,30111,1.0,1,06/11/2001,257000,340206,04/03/2019,-1726
165 N Canal St 719 ,60606,58367246,251490.0,2017,Condominium,30111,1.0,1,05/15/2003,272000,336500,04/03/2019,8607
165 N Canal St 720 ,60606,58367247,356120.0,2017,Condominium,30111,2.0,2,11/17/2017,500000,484197,04/03/2019,5326
165 N Canal St 722 ,60606,58367249,371710.0,2017,Condominium,30111,,,07/18/2002,390000,455342,04/03/2019,-860
165 N Canal St 723 ,60606,58367250,243040.0,2017,Condominium,30111,,,09/08/2017,480000,316766,04/03/2019,-1655
165 N Canal St 724 ,60606,58367251,480140.0,2017,MultiFamily2To4,30111,2.0,3,08/10/2005,580000,664031,04/03/2019,-6621
165 N Canal St 725 ,60606,58367252,174840.0,2017,Condominium,30111,,1,06/05/2007,307000,274454,04/03/2019,4903
165 N Canal St 726 ,60606,58367253,263160.0,2017,Condominium,30111,2.0,2,08/07/2013,340000,368412,04/03/2019,-172
165 N Canal St 727 ,60606,58367254,305060.0,2017,Condominium,30111,2.0,2,09/17/2007,377000,415902,04/03/2019,8701
165 N Canal St 728 ,60606,58367255,207340.0,2017,Condominium,30111,1.0,1,07/28/2014,280000,321617,04/03/2019,-3553
165 N Canal St 729 ,60606,58367256,207340.0,2017,Condominium,30111,1.0,1,01/10/2013,265000,316197,04/03/2019,15442
165 N Canal St 731 ,60606,58367258,207340.0,2017,Condominium,30111,,1,11/21/2006,307500,298121,04/03/2019,2687
165 N Canal St 732 ,60606,58367259,295770.0,2017,Condominium,30111,2.0,2,04/01/2005,340000,360878,04/03/2019,-47182
165 N Canal St 801 ,60606,58366973,235310.0,2017,Condominium,30111,1.0,1,02/10/1999,175500,336443,04/03/2019,1409
165 N Canal St 803 ,60606,58366975,213530.0,2017,Condominium,30111,1.0,1,08/03/2017,310000,331631,04/03/2019,2462
165 N Canal St 804 ,60606,58366976,205790.0,2017,Condominium,30111,1.0,1,01/16/2014,275000,321816,04/03/2019,-3639
165 N Canal St 805 ,60606,58366977,215070.0,2017,Condominium,30111,,,09/18/2008,300000,304710,04/03/2019,4908
165 N Canal St 806 ,60606,58366978,236850.0,2017,Condominium,30111,1.0,2,12/05/2012,287500,338636,04/03/2019,1339
165 N Canal St 807 ,60606,58366979,191860.0,2017,MultiFamily2To4,30111,1.0,1,06/24/1999,173000,306609,04/03/2019,8646
165 N Canal St 808 ,60606,58366980,348380.0,2017,Condominium,30111,2.0,2,01/23/2018,485000,482213,04/03/2019,10113
165 N Canal St 809 ,60606,58366981,275540.0,2017,Condominium,30111,2.0,2,10/04/2012,363000,388194,04/03/2019,-1458
165 N Canal St 811 ,60606,58366983,283270.0,2017,Condominium,30111,,,07/30/1999,201500,341927,04/03/2019,-45740
165 N Canal St 812 ,60606,58366984,604170.0,2017,Condominium,30111,2.5,3,06/22/2017,705000,733715,04/03/2019,6152
165 N Canal St 813 ,60606,58366985,332910.0,2017,Condominium,30111,2.0,2,06/27/2013,400000,478966,04/03/2019,4766
165 N Canal St 814 ,60606,58344043,348380.0,2017,Condominium,30111,2.0,2,04/08/2005,416000,477635,04/03/2019,-6352
165 N Canal St 815 ,60606,58366986,294110.0,2017,Condominium,30111,,,02/22/1999,208500,361572,04/03/2019,-47085
165 N Canal St 816 ,60606,58366987,337910.0,2017,Condominium,30111,,2,11/01/2005,452500,463799,04/03/2019,6559
165 N Canal St 818 ,60606,58367429,24510.0,2017,Condominium,30111,1.0,1,11/09/2010,315000,248241,04/03/2019,-14529
165 N Canal St 819 ,60606,58367260,255420.0,2017,Condominium,30111,,,03/23/2000,235000,319718,04/03/2019,-7507
